index	max_degree	fail_node_degree	fail_neber_degree	fail_degree_sum	max_load	big_load_num	fail_load_sum	fail_num	first_round_fail	neber_fail_num	fail_round	subgraph_num	fail_node_load	load_change	degree_change	fail_neber_load	LCC
52,96,	138	87	0	87	28181	32	10024	0	0	0	0	2	10024	15351	174	0	329
52,97,	138	71	0	71	28183	32	9227	0	0	0	0	1	9227	10995	142	0	330
52,98,	138	71	0	71	28183	32	9227	0	0	0	0	1	9227	10995	142	0	330
52,99,	138	71	0	71	28183	32	9227	0	0	0	0	1	9227	10995	142	0	330
53,54,	137	102	21	123	25932	30	19336	3	3	3	1	9	18511	43726	236	825	313
53,55,	137	73	16	89	26043	30	9689	2	2	2	1	6	8873	31852	170	816	317
53,56,	137	80	16	96	26030	30	9813	2	2	2	1	6	8997	32943	186	816	317
53,57,	137	86	16	102	26080	30	11619	2	2	2	1	6	10803	33478	198	816	317
53,58,	136	72	25	97	25651	30	10394	3	3	3	1	7	9388	36114	186	1006	315
53,59,	137	58	16	74	25991	31	7472	2	2	2	1	6	6656	31089	142	816	317
53,60,	137	68	16	84	25884	30	8855	2	2	2	1	7	8039	33486	162	816	316
53,61,	137	51	16	67	25961	31	7855	2	2	2	1	6	7039	31512	128	816	317
53,62,	138	50	16	66	26186	31	7987	2	2	2	1	6	7171	30985	126	816	317
53,63,	137	59	16	75	26025	31	7976	2	2	2	1	6	7160	31113	144	816	317
53,64,	137	57	16	73	26006	31	7662	2	2	2	1	6	6846	31146	140	816	317
53,65,	137	65	16	81	26041	31	8325	2	2	2	1	6	7509	31194	156	816	317
53,66,	137	44	16	60	25969	31	7348	2	2	2	1	6	6532	30577	114	816	317
53,67,	137	47	16	63	25993	31	7728	2	2	2	1	6	6912	30511	118	816	317
53,68,	137	58	16	74	26020	31	7844	2	2	2	1	6	7028	31061	142	816	317
53,69,	137	41	16	57	25951	31	7551	2	2	2	1	6	6735	30798	108	816	317
53,70,	137	38	16	54	25950	31	7380	2	2	2	1	6	6564	30533	102	816	317
53,71,	137	46	16	62	25958	31	7487	2	2	2	1	6	6671	30940	118	816	317
53,72,	137	39	16	55	25965	31	7142	2	2	2	1	6	6326	30452	104	816	317
53,73,	138	34	16	50	26116	30	7176	2	2	2	1	6	6360	30730	94	816	317
53,74,	137	42	16	58	25948	31	7308	2	2	2	1	6	6492	30728	110	816	317
53,75,	137	33	16	49	25939	31	7153	2	2	2	1	6	6337	30191	92	816	317
53,76,	138	31	16	47	26120	31	6993	2	2	2	1	6	6177	30203	88	816	317
53,77,	138	30	16	46	26079	31	7052	2	2	2	1	6	6236	30349	86	816	317
53,78,	138	30	16	46	26079	31	7050	2	2	2	1	6	6234	30403	86	816	317
53,79,	137	36	16	52	25939	31	7256	2	2	2	1	6	6440	30405	98	816	317
53,80,	138	29	16	45	26079	31	6986	2	2	2	1	6	6170	30431	84	816	317
53,81,	137	32	16	48	25926	30	6994	2	2	2	1	6	6178	29938	90	816	317
53,82,	138	39	16	55	26070	31	7539	2	2	2	1	7	6723	33503	104	816	316
53,83,	138	34	16	50	26098	31	7011	2	2	2	1	6	6195	30760	94	816	317
53,84,	138	33	16	49	26095	31	7006	2	2	2	1	6	6190	30323	92	816	317
53,85,	138	34	16	50	26098	31	7048	2	2	2	1	6	6232	30382	94	816	317
53,86,	138	31	16	47	26092	31	6990	2	2	2	1	6	6174	29948	88	816	317
53,87,	138	31	16	47	26120	31	7010	2	2	2	1	6	6194	30080	88	816	317
53,88,	138	26	16	42	26079	31	6986	2	2	2	1	6	6170	29972	78	816	317
53,89,	138	30	16	46	26102	31	7071	2	2	2	1	6	6255	30273	86	816	317
53,90,	137	29	16	45	25915	31	7049	2	2	2	1	6	6233	29706	84	816	317
53,91,	138	27	16	43	26098	31	6986	2	2	2	1	6	6170	29873	80	816	317
53,92,	138	26	16	42	26079	31	6986	2	2	2	1	6	6170	29972	78	816	317
53,93,	138	31	16	47	26092	31	7041	2	2	2	1	6	6225	29910	88	816	317
53,94,	138	27	16	43	26098	31	6986	2	2	2	1	6	6170	29873	80	816	317
53,95,	138	26	16	42	26079	31	6986	2	2	2	1	6	6170	29733	78	816	317
53,96,	138	41	16	57	26077	31	7783	2	2	2	1	7	6967	33996	108	816	316
53,97,	138	25	16	41	26079	31	6986	2	2	2	1	6	6170	29734	76	816	317
53,98,	138	25	16	41	26079	31	6986	2	2	2	1	6	6170	29734	76	816	317
53,99,	138	25	16	41	26079	31	6986	2	2	2	1	6	6170	29734	76	816	317
54,55,	137	127	5	132	27966	32	15053	1	1	1	1	4	15044	20353	260	9	326
54,56,	137	134	5	139	27941	32	15177	1	1	1	1	4	15168	20714	274	9	326
54,57,	137	140	17	157	27805	32	17113	3	3	3	1	4	16974	25028	310	139	324
54,58,	136	126	14	140	27542	31	15758	2	2	2	1	5	15559	23964	274	199	324
54,59,	137	112	5	117	27895	33	12836	1	1	1	1	4	12827	18870	230	9	326
54,60,	137	122	5	127	27781	32	14219	1	1	1	1	5	14210	21361	250	9	325
54,61,	137	105	5	110	27869	33	13219	1	1	1	1	4	13210	19168	216	9	326
54,62,	138	104	5	109	28106	33	13351	1	1	1	1	4	13342	18783	214	9	326
54,63,	137	113	5	118	27936	33	13340	1	1	1	1	4	13331	18911	232	9	326
54,64,	137	111	5	116	27917	33	13026	1	1	1	1	4	13017	18896	228	9	326
54,65,	137	119	5	124	27952	33	13689	1	1	1	1	4	13680	19016	244	9	326
54,66,	137	98	5	103	27880	32	12712	1	1	1	1	4	12703	18255	202	9	326
54,67,	137	101	5	106	27917	33	13092	1	1	1	1	4	13083	18366	208	9	326
54,68,	137	112	5	117	27930	33	13208	1	1	1	1	4	13199	18862	230	9	326
54,69,	137	95	5	100	27866	32	12915	1	1	1	1	4	12906	18594	198	9	326
54,70,	137	92	5	97	27863	33	12744	1	1	1	1	4	12735	18309	192	9	326
54,71,	137	100	5	105	27872	33	12851	1	1	1	1	4	12842	18640	208	9	326
54,72,	137	93	5	98	27874	33	12506	1	1	1	1	4	12497	18143	192	9	326
54,73,	138	88	5	93	28039	32	12540	1	1	1	1	4	12531	18449	184	9	326
54,74,	137	96	5	101	27862	33	12672	1	1	1	1	4	12663	18426	200	9	326
54,75,	137	87	5	92	27847	33	12517	1	1	1	1	4	12508	17818	180	9	326
54,76,	138	85	5	90	28043	33	12357	1	1	1	1	4	12348	17934	178	9	326
54,77,	138	84	5	89	28002	33	12416	1	1	1	1	4	12407	18060	176	9	326
54,78,	138	84	5	89	28002	33	12414	1	1	1	1	4	12405	18108	176	9	326
54,79,	137	90	5	95	27852	33	12620	1	1	1	1	4	12611	18171	188	9	326
54,80,	138	83	5	88	28002	33	12350	1	1	1	1	4	12341	18122	174	9	326
54,81,	137	86	5	91	27840	33	12358	1	1	1	1	4	12349	17656	180	9	326
54,82,	138	93	5	98	27993	32	12903	1	1	1	1	5	12894	21297	194	9	325
54,83,	138	88	5	93	28021	33	12375	1	1	1	1	4	12366	18454	184	9	326
54,84,	138	87	5	92	28018	33	12370	1	1	1	1	4	12361	18029	182	9	326
54,85,	138	88	5	93	28021	33	12412	1	1	1	1	4	12403	18083	184	9	326
54,86,	138	85	5	90	28015	33	12354	1	1	1	1	4	12345	17660	178	9	326
54,87,	138	85	5	90	28043	33	12374	1	1	1	1	4	12365	17819	178	9	326
54,88,	138	80	5	85	28002	33	12350	1	1	1	1	4	12341	17671	168	9	326
54,89,	138	84	5	89	28025	33	12435	1	1	1	1	4	12426	18006	176	9	326
54,90,	137	83	5	88	27828	33	12413	1	1	1	1	4	12404	17447	174	9	326
54,91,	138	81	5	86	28021	33	12350	1	1	1	1	4	12341	17586	170	9	326
54,92,	138	80	5	85	28002	33	12350	1	1	1	1	4	12341	17671	168	9	326
54,93,	138	85	5	90	28015	33	12405	1	1	1	1	4	12396	17622	178	9	326
54,94,	138	81	5	86	28021	33	12350	1	1	1	1	4	12341	17586	170	9	326
54,95,	138	80	5	85	28002	33	12350	1	1	1	1	4	12341	17435	168	9	326
54,96,	138	95	5	100	28000	32	13147	1	1	1	1	5	13138	21741	198	9	325
54,97,	138	79	5	84	28002	33	12350	1	1	1	1	4	12341	17436	166	9	326
54,98,	138	79	5	84	28002	33	12350	1	1	1	1	4	12341	17436	166	9	326
54,99,	138	79	5	84	28002	33	12350	1	1	1	1	4	12341	17436	166	9	326
55,56,	137	105	0	105	28040	31	5530	0	0	0	0	1	5530	8637	208	0	330
55,57,	137	111	12	123	27904	31	7466	2	2	2	1	1	7336	13105	244	130	328
55,58,	136	97	9	106	27638	30	6111	1	1	1	1	2	5921	12091	210	190	328
55,59,	137	83	0	83	28000	32	3189	0	0	0	0	1	3189	6780	166	0	330
55,60,	137	93	0	93	27882	31	4572	0	0	0	0	2	4572	9317	184	0	329
55,61,	137	76	0	76	27970	32	3572	0	0	0	0	1	3572	7217	152	0	330
55,62,	138	75	0	75	28208	32	3704	0	0	0	0	1	3704	6635	148	0	330
55,63,	137	84	0	84	28035	32	3693	0	0	0	0	1	3693	6825	166	0	330
55,64,	137	82	0	82	28017	32	3379	0	0	0	0	1	3379	6836	164	0	330
55,65,	137	90	0	90	28052	32	4042	0	0	0	0	1	4042	6899	178	0	330
55,66,	137	69	0	69	27979	31	3065	0	0	0	0	1	3065	6212	136	0	330
55,67,	137	72	0	72	28016	32	3445	0	0	0	0	1	3445	6308	142	0	330
55,68,	137	83	0	83	28030	32	3561	0	0	0	0	1	3561	6760	164	0	330
55,69,	137	66	0	66	27961	31	3268	0	0	0	0	1	3268	6410	130	0	330
55,70,	137	63	0	63	27959	32	3097	0	0	0	0	1	3097	6218	126	0	330
55,71,	137	71	0	71	27967	32	3204	0	0	0	0	1	3204	6593	142	0	330
55,72,	137	64	0	64	27973	32	2859	0	0	0	0	1	2859	6066	126	0	330
55,73,	138	59	0	59	28138	31	2893	0	0	0	0	1	2893	6405	118	0	330
55,74,	137	67	0	67	27957	32	3025	0	0	0	0	1	3025	6379	134	0	330
55,75,	137	58	0	58	27948	32	2870	0	0	0	0	1	2870	5860	116	0	330
55,76,	138	56	0	56	28142	32	2710	0	0	0	0	1	2710	5837	112	0	330
55,77,	138	55	0	55	28101	32	2769	0	0	0	0	1	2769	5996	110	0	330
55,78,	138	55	0	55	28101	32	2767	0	0	0	0	1	2767	6050	110	0	330
55,79,	137	61	0	61	27947	32	2973	0	0	0	0	1	2973	5961	120	0	330
55,80,	138	54	0	54	28101	32	2703	0	0	0	0	1	2703	6064	108	0	330
55,81,	137	57	0	57	27935	32	2711	0	0	0	0	1	2711	5572	114	0	330
55,82,	138	64	0	64	28092	31	3256	0	0	0	0	2	3256	9255	128	0	329
55,83,	138	59	0	59	28120	32	2728	0	0	0	0	1	2728	6411	118	0	330
55,84,	138	58	0	58	28117	32	2723	0	0	0	0	1	2723	5971	116	0	330
55,85,	138	59	0	59	28120	32	2765	0	0	0	0	1	2765	6031	118	0	330
55,86,	138	56	0	56	28114	32	2707	0	0	0	0	1	2707	5594	112	0	330
55,87,	138	56	0	56	28142	32	2727	0	0	0	0	1	2727	5716	112	0	330
55,88,	138	51	0	51	28101	32	2703	0	0	0	0	1	2703	5606	102	0	330
55,89,	138	55	0	55	28124	32	2788	0	0	0	0	1	2788	5931	110	0	330
55,90,	137	54	0	54	27924	32	2766	0	0	0	0	1	2766	5336	108	0	330
55,91,	138	52	0	52	28120	32	2703	0	0	0	0	1	2703	5519	104	0	330
55,92,	138	51	0	51	28101	32	2703	0	0	0	0	1	2703	5606	102	0	330
55,93,	138	56	0	56	28114	32	2758	0	0	0	0	1	2758	5556	112	0	330
55,94,	138	52	0	52	28120	32	2703	0	0	0	0	1	2703	5519	104	0	330
55,95,	138	51	0	51	28101	32	2703	0	0	0	0	1	2703	5366	102	0	330
55,96,	138	66	0	66	28099	32	3500	0	0	0	0	2	3500	9709	132	0	329
55,97,	138	50	0	50	28101	32	2703	0	0	0	0	1	2703	5367	100	0	330
55,98,	138	50	0	50	28101	32	2703	0	0	0	0	1	2703	5367	100	0	330
55,99,	138	50	0	50	28101	32	2703	0	0	0	0	1	2703	5367	100	0	330
56,57,	137	118	12	130	27879	31	7590	2	2	2	1	1	7460	13487	258	130	328
56,58,	136	104	9	113	27611	30	6235	1	1	1	1	2	6045	12492	222	190	328
56,59,	137	90	0	90	27974	32	3313	0	0	0	0	1	3313	7187	178	0	330
56,60,	137	100	0	100	27857	31	4696	0	0	0	0	2	4696	9754	198	0	329
56,61,	137	83	0	83	27945	32	3696	0	0	0	0	1	3696	7649	166	0	330
56,62,	138	82	0	82	28183	32	3828	0	0	0	0	1	3828	7049	162	0	330
56,63,	137	91	0	91	28010	32	3817	0	0	0	0	1	3817	7242	180	0	330
56,64,	137	89	0	89	27991	32	3503	0	0	0	0	1	3503	7259	176	0	330
56,65,	137	97	0	97	28027	32	4166	0	0	0	0	1	4166	7367	192	0	330
56,66,	137	76	0	76	27955	31	3189	0	0	0	0	1	3189	6720	152	0	330
56,67,	137	79	0	79	27992	32	3569	0	0	0	0	1	3569	6779	158	0	330
56,68,	137	90	0	90	28005	32	3685	0	0	0	0	1	3685	7185	178	0	330
56,69,	137	73	0	73	27937	31	3392	0	0	0	0	1	3392	6944	146	0	330
56,70,	137	70	0	70	27934	32	3221	0	0	0	0	1	3221	6648	140	0	330
56,71,	137	78	0	78	27941	32	3328	0	0	0	0	1	3328	6958	154	0	330
56,72,	137	71	0	71	27949	32	2983	0	0	0	0	1	2983	6581	142	0	330
56,73,	138	66	0	66	28113	31	3017	0	0	0	0	1	3017	6835	132	0	330
56,74,	137	74	0	74	27931	32	3149	0	0	0	0	1	3149	6727	146	0	330
56,75,	137	65	0	65	27923	32	2994	0	0	0	0	1	2994	6288	130	0	330
56,76,	138	63	0	63	28117	32	2834	0	0	0	0	1	2834	6262	126	0	330
56,77,	138	62	0	62	28076	32	2893	0	0	0	0	1	2893	6421	124	0	330
56,78,	138	62	0	62	28076	32	2891	0	0	0	0	1	2891	6475	124	0	330
56,79,	137	68	0	68	27923	32	3097	0	0	0	0	1	3097	6504	136	0	330
56,80,	138	61	0	61	28076	32	2827	0	0	0	0	1	2827	6488	122	0	330
56,81,	137	64	0	64	27910	32	2835	0	0	0	0	1	2835	5999	128	0	330
56,82,	138	71	0	71	28067	31	3380	0	0	0	0	2	3380	9684	142	0	329
56,83,	138	66	0	66	28095	32	2852	0	0	0	0	1	2852	6674	130	0	330
56,84,	138	65	0	65	28092	32	2847	0	0	0	0	1	2847	6398	130	0	330
56,85,	138	66	0	66	28095	32	2889	0	0	0	0	1	2889	6459	132	0	330
56,86,	138	63	0	63	28089	32	2831	0	0	0	0	1	2831	6021	126	0	330
56,87,	138	63	0	63	28117	32	2851	0	0	0	0	1	2851	6140	126	0	330
56,88,	138	58	0	58	28076	32	2827	0	0	0	0	1	2827	6029	116	0	330
56,89,	138	62	0	62	28099	32	2912	0	0	0	0	1	2912	6356	124	0	330
56,90,	137	61	0	61	27899	32	2890	0	0	0	0	1	2890	5763	122	0	330
56,91,	138	59	0	59	28095	32	2827	0	0	0	0	1	2827	5943	118	0	330
56,92,	138	58	0	58	28076	32	2827	0	0	0	0	1	2827	6029	116	0	330
56,93,	138	63	0	63	28089	32	2882	0	0	0	0	1	2882	5983	126	0	330
56,94,	138	59	0	59	28095	32	2827	0	0	0	0	1	2827	5943	118	0	330
56,95,	138	58	0	58	28076	32	2827	0	0	0	0	1	2827	5789	116	0	330
56,96,	138	73	0	73	28074	32	3624	0	0	0	0	2	3624	10129	146	0	329
56,97,	138	57	0	57	28076	32	2827	0	0	0	0	1	2827	5790	114	0	330
56,98,	138	57	0	57	28076	32	2827	0	0	0	0	1	2827	5790	114	0	330
56,99,	138	57	0	57	28076	32	2827	0	0	0	0	1	2827	5790	114	0	330
57,58,	136	110	21	131	27477	30	8171	3	3	3	1	2	7851	16850	258	320	326
57,59,	137	96	12	108	27838	32	5249	2	2	2	1	1	5119	11554	214	130	328
57,60,	137	106	12	118	27723	31	6632	2	2	2	1	2	6502	14207	236	130	327
57,61,	137	89	12	101	27808	32	5632	2	2	2	1	1	5502	11866	198	130	328
57,62,	138	88	12	100	28047	32	5764	2	2	2	1	1	5634	11568	200	130	328
57,63,	137	97	12	109	27874	32	5753	2	2	2	1	1	5623	11688	216	130	328
57,64,	137	95	12	107	27867	32	5439	2	2	2	1	1	5309	11595	212	130	328
57,65,	137	103	12	115	27891	32	6102	2	2	2	1	1	5972	11736	228	130	328
57,66,	137	82	12	94	27819	31	5125	2	2	2	1	1	4995	11127	188	130	328
57,67,	137	85	12	97	27854	32	5505	2	2	2	1	1	5375	11126	192	130	328
57,68,	137	96	12	108	27870	32	5621	2	2	2	1	1	5491	11619	216	130	328
57,69,	137	79	12	91	27800	31	5328	2	2	2	1	1	5198	11011	176	130	328
57,70,	137	76	12	88	27797	32	5157	2	2	2	1	1	5027	10999	174	130	328
57,71,	137	84	12	96	27804	32	5264	2	2	2	1	1	5134	11352	190	130	328
57,72,	137	77	12	89	27811	32	4919	2	2	2	1	1	4789	10926	176	130	328
57,73,	138	72	12	84	27977	32	4953	2	2	2	1	1	4823	11292	168	130	328
57,74,	137	80	12	92	27796	32	5085	2	2	2	1	1	4955	11216	184	130	328
57,75,	137	71	12	83	27787	32	4930	2	2	2	1	1	4800	10703	166	130	328
57,76,	138	69	12	81	27981	32	4770	2	2	2	1	1	4640	10683	162	130	328
57,77,	138	68	6	74	28033	32	4763	1	1	1	1	1	4699	8993	148	64	329
57,78,	138	68	6	74	28033	32	4763	1	1	1	1	1	4697	8993	148	66	329
57,79,	137	74	12	86	27787	32	5033	2	2	2	1	1	4903	10924	172	130	328
57,80,	138	67	12	79	27940	32	4763	2	2	2	1	1	4633	10660	156	130	328
57,81,	137	70	12	82	27774	32	4771	2	2	2	1	1	4641	10417	164	130	328
57,82,	138	77	12	89	27931	31	5316	2	2	2	1	2	5186	14089	178	130	327
57,83,	138	72	12	84	27959	32	4788	2	2	2	1	1	4658	11072	166	130	328
57,84,	138	71	12	83	27956	32	4783	2	2	2	1	1	4653	10813	166	130	328
57,85,	138	72	12	84	27959	32	4825	2	2	2	1	1	4695	10681	166	130	328
57,86,	138	69	12	81	27953	32	4767	2	2	2	1	1	4637	10435	162	130	328
57,87,	138	69	12	81	27981	32	4787	2	2	2	1	1	4657	10562	162	130	328
57,88,	138	64	12	76	27940	32	4763	2	2	2	1	1	4633	10212	150	130	328
57,89,	138	68	12	80	27963	32	4848	2	2	2	1	1	4718	10778	160	130	328
57,90,	137	67	12	79	27763	32	4826	2	2	2	1	1	4696	10181	158	130	328
57,91,	138	65	12	77	27959	32	4763	2	2	2	1	1	4633	10364	154	130	328
57,92,	138	64	12	76	27940	32	4763	2	2	2	1	1	4633	10212	150	130	328
57,93,	138	69	12	81	27953	32	4818	2	2	2	1	1	4688	10395	162	130	328
57,94,	138	65	12	77	27959	32	4763	2	2	2	1	1	4633	10364	154	130	328
57,95,	138	64	12	76	27940	32	4763	2	2	2	1	1	4633	10211	152	130	328
57,96,	138	79	12	91	27939	32	5560	2	2	2	1	2	5430	14200	180	130	327
57,97,	138	63	12	75	27940	32	4763	2	2	2	1	1	4633	10212	150	130	328
57,98,	138	63	12	75	27940	32	4763	2	2	2	1	1	4633	10212	150	130	328
57,99,	138	63	12	75	27940	32	4763	2	2	2	1	1	4633	10212	150	130	328
58,59,	136	82	9	91	27568	31	3894	1	1	1	1	2	3704	10593	178	190	328
58,60,	136	92	9	101	27458	30	5277	1	1	1	1	3	5087	13163	200	190	327
58,61,	136	75	9	84	27542	31	4277	1	1	1	1	2	4087	11055	166	190	328
58,62,	137	74	9	83	27778	31	4409	1	1	1	1	2	4219	10550	164	190	328
58,63,	136	83	9	92	27608	31	4398	1	1	1	1	2	4208	10672	182	190	328
58,64,	136	81	9	90	27587	31	4084	1	1	1	1	2	3894	10654	176	190	328
58,65,	136	89	9	98	27625	31	4747	1	1	1	1	2	4557	10769	194	190	328
58,66,	136	68	9	77	27552	31	3770	1	1	1	1	2	3580	10129	152	190	328
58,67,	136	71	9	80	27589	31	4150	1	1	1	1	2	3960	10183	158	190	328
58,68,	136	82	9	91	27603	31	4266	1	1	1	1	2	4076	10614	180	190	328
58,69,	136	65	9	74	27534	31	3973	1	1	1	1	2	3783	10353	146	190	328
58,70,	136	62	9	71	27531	31	3802	1	1	1	1	2	3612	10059	140	190	328
58,71,	136	70	9	79	27539	31	3909	1	1	1	1	2	3719	10424	156	190	328
58,72,	136	63	9	72	27546	31	3564	1	1	1	1	2	3374	9993	142	190	328
58,73,	137	58	9	67	27708	30	3598	1	1	1	1	2	3408	10252	132	190	328
58,74,	136	66	9	75	27527	31	3730	1	1	1	1	2	3540	10130	146	190	328
58,75,	136	57	9	66	27520	31	3575	1	1	1	1	2	3385	9703	130	190	328
58,76,	137	55	9	64	27713	31	3415	1	1	1	1	2	3225	9666	126	190	328
58,77,	137	54	9	63	27672	31	3474	1	1	1	1	2	3284	9829	124	190	328
58,78,	137	54	9	63	27672	31	3472	1	1	1	1	2	3282	9883	124	190	328
58,79,	136	60	9	69	27520	31	3678	1	1	1	1	2	3488	9922	136	190	328
58,80,	137	53	9	62	27672	31	3408	1	1	1	1	2	3218	9895	122	190	328
58,81,	136	56	9	65	27505	31	3416	1	1	1	1	2	3226	9301	126	190	328
58,82,	137	63	9	72	27664	31	3961	1	1	1	1	3	3771	13047	142	190	327
58,83,	137	58	9	67	27690	31	3433	1	1	1	1	2	3243	10255	132	190	328
58,84,	137	57	9	66	27687	31	3428	1	1	1	1	2	3238	9818	130	190	328
58,85,	137	58	9	67	27690	31	3470	1	1	1	1	2	3280	9877	132	190	328
58,86,	137	55	9	64	27684	31	3412	1	1	1	1	2	3222	9438	126	190	328
58,87,	137	55	9	64	27713	31	3432	1	1	1	1	2	3242	9546	126	190	328
58,88,	137	50	9	59	27672	31	3408	1	1	1	1	2	3218	9439	116	190	328
58,89,	137	54	9	63	27695	31	3493	1	1	1	1	2	3303	9761	124	190	328
58,90,	136	53	9	62	27496	31	3471	1	1	1	1	2	3281	9182	122	190	328
58,91,	137	51	9	60	27691	31	3408	1	1	1	1	2	3218	9352	118	190	328
58,92,	137	50	9	59	27672	31	3408	1	1	1	1	2	3218	9439	116	190	328
58,93,	137	55	9	64	27684	31	3463	1	1	1	1	2	3273	9400	126	190	328
58,94,	137	51	9	60	27691	31	3408	1	1	1	1	2	3218	9352	118	190	328
58,95,	137	50	9	59	27672	31	3408	1	1	1	1	2	3218	9201	116	190	328
58,96,	137	65	9	74	27671	31	4205	1	1	1	1	3	4015	13489	146	190	327
58,97,	137	49	9	58	27672	31	3408	1	1	1	1	2	3218	9202	114	190	328
58,98,	137	49	9	58	27672	31	3408	1	1	1	1	2	3218	9202	114	190	328
58,99,	137	49	9	58	27672	31	3408	1	1	1	1	2	3218	9202	114	190	328
59,60,	137	78	0	78	27816	32	2355	0	0	0	0	2	2355	7847	154	0	329
59,61,	137	61	0	61	27904	33	1355	0	0	0	0	1	1355	5736	122	0	330
59,62,	138	60	0	60	28142	33	1487	0	0	0	0	1	1487	5240	118	0	330
59,63,	137	69	0	69	27970	33	1476	0	0	0	0	1	1476	5361	138	0	330
59,64,	137	67	0	67	27950	33	1162	0	0	0	0	1	1162	5335	132	0	330
59,65,	137	75	0	75	27818	33	1825	0	0	0	0	1	1825	5508	148	0	330
59,66,	137	54	0	54	27914	32	848	0	0	0	0	1	848	4814	108	0	330
59,67,	137	57	0	57	27951	33	1228	0	0	0	0	1	1228	4869	114	0	330
59,68,	137	68	0	68	27963	33	1344	0	0	0	0	1	1344	5285	134	0	330
59,69,	137	51	0	51	27896	32	1051	0	0	0	0	1	1051	5034	102	0	330
59,70,	137	48	0	48	27893	33	880	0	0	0	0	1	880	4737	96	0	330
59,71,	137	56	0	56	27901	33	987	0	0	0	0	1	987	5102	112	0	330
59,72,	137	49	0	49	27908	33	642	0	0	0	0	1	642	4671	98	0	330
59,73,	138	44	0	44	28072	32	676	0	0	0	0	1	676	4920	88	0	330
59,74,	137	52	0	52	27891	33	808	0	0	0	0	1	808	4888	104	0	330
59,75,	137	43	0	43	27882	33	653	0	0	0	0	1	653	4378	86	0	330
59,76,	138	41	0	41	28076	33	493	0	0	0	0	1	493	4356	82	0	330
59,77,	138	40	0	40	28035	33	552	0	0	0	0	1	552	4512	80	0	330
59,78,	138	40	0	40	28035	33	550	0	0	0	0	1	550	4566	80	0	330
59,79,	137	46	0	46	27882	33	756	0	0	0	0	1	756	4596	92	0	330
59,80,	138	39	0	39	28035	33	486	0	0	0	0	1	486	4579	78	0	330
59,81,	137	42	0	42	27869	32	494	0	0	0	0	1	494	4085	84	0	330
59,82,	138	49	0	49	28026	32	1039	0	0	0	0	2	1039	7787	98	0	329
59,83,	138	44	0	44	28054	33	511	0	0	0	0	1	511	4926	88	0	330
59,84,	138	43	0	43	28051	33	506	0	0	0	0	1	506	4485	86	0	330
59,85,	138	44	0	44	28054	33	548	0	0	0	0	1	548	4546	88	0	330
59,86,	138	41	0	41	28048	33	490	0	0	0	0	1	490	4108	82	0	330
59,87,	138	41	0	41	28076	33	510	0	0	0	0	1	510	4234	82	0	330
59,88,	138	36	0	36	28035	33	486	0	0	0	0	1	486	4120	72	0	330
59,89,	138	40	0	40	28058	33	571	0	0	0	0	1	571	4447	80	0	330
59,90,	137	39	0	39	27858	33	549	0	0	0	0	1	549	3853	78	0	330
59,91,	138	37	0	37	28054	33	486	0	0	0	0	1	486	4033	74	0	330
59,92,	138	36	0	36	28035	33	486	0	0	0	0	1	486	4120	72	0	330
59,93,	138	41	0	41	28048	33	541	0	0	0	0	1	541	4070	82	0	330
59,94,	138	37	0	37	28054	33	486	0	0	0	0	1	486	4033	74	0	330
59,95,	138	36	0	36	28035	33	486	0	0	0	0	1	486	3880	72	0	330
59,96,	138	51	0	51	28033	33	1283	0	0	0	0	2	1283	8232	102	0	329
59,97,	138	35	0	35	28035	33	486	0	0	0	0	1	486	3881	70	0	330
59,98,	138	35	0	35	28035	33	486	0	0	0	0	1	486	3881	70	0	330
59,99,	138	35	0	35	28035	33	486	0	0	0	0	1	486	3881	70	0	330
60,61,	137	71	0	71	27786	32	2738	0	0	0	0	2	2738	8273	140	0	329
60,62,	138	70	0	70	28025	32	2870	0	0	0	0	2	2870	7827	140	0	329
60,63,	137	79	0	79	27852	32	2859	0	0	0	0	2	2859	7958	156	0	329
60,64,	137	77	0	77	27833	32	2545	0	0	0	0	2	2545	7932	152	0	329
60,65,	137	85	0	85	27869	32	3208	0	0	0	0	2	3208	8044	168	0	329
60,66,	137	64	0	64	27798	31	2231	0	0	0	0	2	2231	7417	128	0	329
60,67,	137	67	0	67	27835	32	2611	0	0	0	0	2	2611	7473	134	0	329
60,68,	137	78	0	78	27847	32	2727	0	0	0	0	2	2727	7915	154	0	329
60,69,	137	61	0	61	27780	31	2434	0	0	0	0	2	2434	7634	122	0	329
60,70,	137	58	0	58	27775	32	2263	0	0	0	0	2	2263	7255	114	0	329
60,71,	137	66	0	66	27785	32	2370	0	0	0	0	2	2370	7713	132	0	329
60,72,	137	59	0	59	27790	32	2025	0	0	0	0	2	2025	7206	116	0	329
60,73,	138	54	0	54	27955	32	2059	0	0	0	0	2	2059	7387	106	0	329
60,74,	137	62	0	62	27775	32	2191	0	0	0	0	2	2191	7499	124	0	329
60,75,	137	53	0	53	27766	32	2036	0	0	0	0	2	2036	6985	106	0	329
60,76,	138	51	0	51	27959	32	1876	0	0	0	0	2	1876	6968	102	0	329
60,77,	138	50	0	50	27918	32	1935	0	0	0	0	2	1935	7128	100	0	329
60,78,	138	50	0	50	27918	32	1933	0	0	0	0	2	1933	7180	100	0	329
60,79,	137	56	0	56	27764	32	2139	0	0	0	0	2	2139	7120	110	0	329
